Tweet,Offensive,Hate
يا قمر الحلوين، يا سهري بتشرين..,NOT_OFF,NOT_HS
RT @USER: اقولك علي حاجة يا احمد يا حسن يا رب كل الفرق تكسب البطولة معادا احنا بسبب سماجة اهلك دي,OFF,NOT_HS
لو جاى تعلم وتمشى يا محمد يا سمير منصحكش عشان مانجا لو عضمه فى قفه مش هيشيل استراكشر☹️☹️,NOT_OFF,NOT_HS
RT @USER: يا كيكة يا كيكة يا كيكة شكرًا ع الكلام الحلو دا دا الي اقدر اقولو 🥺💙 URL,NOT_OFF,NOT_HS
يا نفس يا ولهانه <LF>لي ما درى بك حد <LF>اتحملي كتمانه <LF>لو بك وزاً مشتد🖤✨,NOT_OFF,NOT_HS
@USER @USER يا شاف يا شاف اشف عبدك يوسف يارب 🤲🏻@USER,NOT_OFF,NOT_HS
عايز اقول للاولاني ده بالذات كسمك يلااااااااااااا يا عديم الحياة يا جلنف يا عمدة كفر المطايز,OFF,NOT_HS
@USER @USER نعرف انهم كذا ومايدعسهم الا حنا واذا كنت اقاضي القاضي وش اسوي وبعدين انا داعسك وشاخلك شخل وفزنا لاسم الاتحاد وراح نشخلك بكأس الملك ونصيحكم اكثر يا بنو فقر يا فشلا تفو,OFF,HS
يا حســـايف قولتي لك يا حبيبي<LF>يوم قلبي جـــــاهلٍ بك ما درى!<LF>@USER,NOT_OFF,NOT_HS
RT @USER: @USER تسلمي يا دكتورتنا يا رب 🌹🌹🌹🌹🎉🎊<LF>الله يسعد كل اوقاتك يا رب وتحققي كل اللي بتحلمي بيه,NOT_OFF,NOT_HS
RT @USER: مطرود منهم لاعب و يهاجمونك يا زوران يا جبان يا ولد الكلب!!!,OFF,NOT_HS
@USER <LF>يعني بذمتك الكورة جت في ايد ابراهيم حسن؟؟<LF>ده حتي لعيبة الحسنية ما اعترضوش يا منافق<LF>ده اللي استديو بي ان كله قال هدف صحيح يا متحيز يا احمر<LF>حنلاقيها من امثالك ولا من جروس وغباؤه<LF>#نمبر_وان_رضا_عبدالعال,OFF,NOT_HS
هتاف جماعى لجماهير الأحمر: (الدورى يا أهلى.. الدورى يا أهلى) ❤⚘<LF>#الأهلى,NOT_OFF,NOT_HS
يالله يا خنازير 🐷🐽 يالله يا خنازير 🐷🐽<LF>يالله يا خنازير 🐷🐽 يالله يا خنازير 🐷🐽<LF>يالله يا خنازير 🐷🐽 يالله يا خنازير 🐷🐽<LF>يالله يا خنازير 🐷🐽 يالله يا خنازير 🐷🐽<LF> #ديربي_مانشستر,OFF,NOT_HS
سقَطت يا أُستاذ احمد <LF>سقطَت يا محجُوب <LF>سقطَت يا د. بابِكر <LF>سقطَت يا عبد العظيم <LF>سقَطت يا صالِح <LF>سقطَت يا مُهنّد <LF>سقطَت يا طارِق <LF>سقطَت يا ماكُور <LF>سقطَت يا النّمير <LF>سقطَت يا تبيدي <LF>سقطَت يا مآب <LF>سقطَت يا النّذير<LF>سقطَت يا عمرو<LF>سقطَت يا مختار<LF>سقطَت يا اب ريش <LF>سقطَت يا حسن,NOT_OFF,NOT_HS
قولهم يا تريكة قولهم يا عماد يا متعب قولهم يا وائل جمعة قولهم يا شادي محمد إن عيد ميلادي كان امبارح ومحدش افتـ🎁ـكرني ، والله عيب عليكم يا شباب هذا الكلام<LF>#الزمالك<LF>#زعيم_تويتر_بيفولورز_الثلاثاء<LF>#الغزالي_اقوي_تفاعل_للفولوباك,NOT_OFF,NOT_HS
@USER @USER @USER @USER يا كلب يا ثور انت جاهل حاقد خليك برعايه الغنم وخل الصفقات السياسيه عنك احنا اللمملكة العربيه السعودية ملوك قبل وجود امريكا ياغبي 😂😂😂😂,OFF,NOT_HS
يا تناحتك يا بران يا ستارك,OFF,NOT_HS
بجد نحن بأخر الزمان والله اعلم شي بخفف العقل يا مثبت العقل والدين يا رب<LF>#المتصهينين_العرب,NOT_OFF,NOT_HS
يا عالم يا مسلمين الجو الجو مب طبيعي خلونا نطلع ونمرح ونفرح,NOT_OFF,NOT_HS
#الاتحاد_النصر<LF>#الهلال_الاهلي<LF>كفو يا المحزم المليان يا السنافي يا الوافي يا الطحطوح يا الكايد يا القادح يا ابو الظفرات يا المحزم يا درع الجنب يا عطيب الضاريب يا حامي العرين يا السبع يا الصنديد يا راعي الفزعات يا راس القوم يالكفو ياطير شلوى يا سليل المجد يا نسل القروم URL,NOT_OFF,NOT_HS
يا صاحب القلب الحنون يا ساكن وسط الجفون يا مالك نور العيون وحشتنى بجنون,NOT_OFF,NOT_HS
RT @USER: يا حلم عمري و يا طموحي يا حبي و كل ماتمنيت,NOT_OFF,NOT_HS
@USER @USER @USER ارجع لتاريخك وتاريخ ملك اسياء وتعرف من الوضيع يا ابو ثلاثه دوري يا محلي,OFF,HS
@USER مبروك يا عم صلاح يا راجل يا طيب يا احلى زمالكاوى.. الزمالك حياة ❤️🇦🇹💪🏆,NOT_OFF,NOT_HS
تعرفو ايه عن الطنبورة؟؟ — آه يالالالي يا لالي يا لالي يا ابو العيون السود ي خلي 🙈💃💃 URL,NOT_OFF,NOT_HS
الله يصبرك يا الاء <LF>الله يصبرك يا الاء <LF>الله يصبرك يا الاء <LF>الله يصبرك يا الاء <LF>الله يصبرك يا الاء <LF>الله يصبرك يا الاء <LF>الله يصبرك يا الاء <LF>الله يصبرك يا الاء <LF>الله يصبرك يا الاء <LF>الله يصبرك يا الاء <LF>الله يصبرك يا الاء <LF>الله يصبرك يا الاء <LF>الله يصبرك يا الاء,NOT_OFF,NOT_HS
RT @USER: يا بجمهور يا مفيش لعب #ماتش_الاسيوطي_بجمهور,NOT_OFF,NOT_HS
@USER يا ابو سكسوكة صفراء ... صواب القمل ماليها <LF>ولك على الحج و العمره رسوما لك نأديها<LF>عجب يا اخضر يا بو قذله ... يا نوري بواديها,OFF,NOT_HS
يا حي يا قيوم برحمتك أستغيث أصلح لي شأني كله ولا تكلني إلى نفسي طرفة عين,NOT_OFF,NOT_HS
@USER @USER @USER يا فاهمني يا قاريني من عيوني URL,NOT_OFF,NOT_HS
RT @USER: اغربي يا شمس و اشرق يا نصر <LF>.<LF>.<LF>همتكم ياعالميين التذاكر متوفرة في منافذ البيع في الملعب <LF>باقي ساعتين وثلث على انطلاقة المب…,NOT_OFF,NOT_HS
يا جبار اجبرني يا رحيم ارحم قلبي,NOT_OFF,NOT_HS
@USER كفو يا بن زنان يا صليب الراس يالعالمي ياوزير اعلام نادينا,NOT_OFF,NOT_HS
@USER @USER ماعليش يا اسطورة الوسط يا حبيبي والله يا بتروس مايسوى بصقتك بالفن والكوره لاعب فاشل بالافتكاك وثقيل جدا ارجو ان تراجع قناعاتك لمصلحة النصر بدون تنمر واسلوب لايليق بك كنجم نعشقك,NOT_OFF,NOT_HS
يا جالد يا مجلود 🙏🏻🙏🏻 URL,NOT_OFF,NOT_HS
@USER يا بعد قلبي يا زعيم الزعماء,NOT_OFF,NOT_HS
فيرناندينيو وبرناردو مش هيلعبوا والسيتي هتقع يا تعادل يا خسارة ان شاء الله,NOT_OFF,NOT_HS
@USER عم بحلمك يا حلم يا لبنان... انتبهي يعملولك قضيه وتفوتي حبس,NOT_OFF,NOT_HS
RT @USER: انا كل اللى صعبان عليا ابراهيم حسن. يعينى خلوهم يفضولوا المسرح و رقص ع الفاضى 😂😂😂😂 يا كبد امك يا خويا 😂😂 URL…,NOT_OFF,NOT_HS
@USER تسلم يا ابو الصحاب يا يوسف بيه 😊😂🤝💕,NOT_OFF,NOT_HS
RT @USER: طرق تخصص لنا حلقة يا التافهه يا ابو محتوى فاضي م بقى الا انت تطقطق ع دحتنا لولا الله وفضله وعنزه كان انت عبد تحت الفرس 😒😌✌🏻💚…,OFF,HS
يا سيدي وسيّد الحلوين، يا ورد أصفر في بساتيني🌻.,NOT_OFF,NOT_HS
@USER يا ساتر استر يا كبير الابداع والتميز,NOT_OFF,NOT_HS
وصلتي للنقابه يا بركه يا مرحب<LF>ما هوا العالم والعالمه ايه ما واحد 😂😂😂 @USER URL,NOT_OFF,NOT_HS
"تصبح على خير يا ""راقي الإحساس"" يا كــــل #دنيتي ︎︎♥︎ وروحي والأنفاآس .. .. .. URL",NOT_OFF,NOT_HS
معك يا حلو الشعور ومعك يا حلو السوالف<LF>لا ضحكت بسبه ولا من ضحكت بدون سبة<LF>انت يوم الارض مليانه سواليف ومواقف<LF>دلك الله للكلام اللي افكر به واحبّه,NOT_OFF,NOT_HS
@USER يا صحاب يا غراب خلاص كتبنا الكتاب وبنرقص عليها ولا يهمنا حد 😂😂😂😂😂😂,NOT_OFF,NOT_HS
يا مرتضي يا مرتضي انا بحبك يا مرتضي ❤️❤️ URL,NOT_OFF,NOT_HS
( يا صديقي بالمُسمى و يا حبيبي بالشعور ),NOT_OFF,NOT_HS
RT @USER: أحلى عصفورين بي حجر واحد ياخ 💜<LF>ذو النون + حميدتي <LF>يا شعب يا معلم ⁦✌️⁩<LF>#مليونيه_الحريه_والتغيير<LF>#اعتصام_القياده_العامه,NOT_OFF,NOT_HS
@USER يامن اسمه شفاء وذكره دواء ودعائه غاية ورجاء ، اللهم بحق لا اله الا انت سبحانك، <LF>اشملها بلطفك وضمها بعطفك وشافها من كل مرض بقدرتك يا مجيب المضطرين يا غياث المستغيثين يا رب العالمين.,NOT_OFF,NOT_HS
@USER يا جماهير يا ولهانه سهرانه تفكر,NOT_OFF,NOT_HS
@USERقلوبنا معاكم ونحن ندعو لكم ليلا ونهار يا حماه الوطن يا جيشنا البطل ويارب يكون في ميزان حسناتهم,NOT_OFF,NOT_HS
يا خواف يا مرابط لو انك لاعب يككلبب #الاتحاد_النصر,OFF,NOT_HS
RT @USER: ياعمري يا ميسي ياعمري يا ميسي ياعمري يا ميسي ياعمري يا ميسي ياعمري يا ميسي,NOT_OFF,NOT_HS
RT @USER: يا عناوينَ السعادة يا تباسّيم الصبح .,NOT_OFF,NOT_HS
@USER يا ابني نفسي بس مش قادر يا همام مش قادر يا اخي😂😂,NOT_OFF,NOT_HS
RT @USER: أفرحي يا هنا قلبي يا صاحبتي الغير يا أحلا خرّيجة❤️❤️❤️❤️): URL,NOT_OFF,NOT_HS
RT @USER: كل ما كذبوا على #حمدالله<LF>جتهم عقوبة #الله<LF>حمد الله يا حمد الله...<LF>يا قارئ كتاب الله,NOT_OFF,NOT_HS
يا تعبني يا واقع ألبي من حبي مش أدره اخبي,NOT_OFF,NOT_HS
@USER البيك يا مهدي البيك يا مهدي البيك يا مهدي البيك يا مهدي البيك يا مهدي,NOT_OFF,NOT_HS
تكفى طلبتك تعرف حساب شخص اسمه طلال89 — يا قدمي يا قدمي لا معرف حسابن URL,NOT_OFF,NOT_HS
سام : ايه يا شيخه ايه يا شيخه ربنا علي المفتري يا شيخه URL,NOT_OFF,NOT_HS
@USER وينك يا فاهمني ياقاريني من عيوني يا سامعني يا واصل فكري وظنوني,NOT_OFF,NOT_HS
@USER لك يا قدس السلام وسلاماً يا بلادي<LF>إن رمى البغي سهاماً أتقيها بفؤادي<LF>واسلمي في كل حين<LF>واسلمي في كل حين,NOT_OFF,NOT_HS
يا ونيس الليل يا بشرى الصباح,NOT_OFF,NOT_HS
مابعرفش اتعامل عادى مع حد انا زعلانة منه يا اعاتبه ونرجع احسن يا اسكت وابدا اخسره 🤚,NOT_OFF,NOT_HS
شفتتممممم كميييههه الحقاره ؟؟؟ <LF>حقت البريك شفتها و تسألوا عنها الجمهور و لازم كرت و لازم يطرد اوك <LF>و حسين ؟؟ يا وضيع انت و قناتك الوضيعه ؟ ليش ما طلعتوا لقطته مع بوتيا ؟ يا قناه يا شريفه و يا اعلامي يا فذ ؟ الله ياخذكم من اعلام مشوه قذر مقرف <LF>حتى انتو الهلال معقدكم 😂,OFF,HS
يا تجيني حب يا تودعني راحل .,NOT_OFF,NOT_HS
@USER @USER اه يا بدايه يا ليت ترجع 💔,NOT_OFF,NOT_HS
الجيران مشغلين حالو يا حالو رمضان كريم يا حالو وخلاص كده بكره اول يوم رمضان😍😍😍,NOT_OFF,NOT_HS
"يا معنيني يا مسهرني ليلي """,NOT_OFF,NOT_HS
@USER @USER مهو يا فلاحة يا سويدية لو انك تسوي حالك مش شايفه وتركزي فالانبساط تبعك بتنبسطي بس تركيزك بالتفاصيل بشوشك، البسطة بالعراقي معناها كتلة بلاش ابسطكم بسطة عراقيه ههههههه,NOT_OFF,NOT_HS
@USER يا حمار . يا حمار . يا حمار . يا حمار . يا يا يا حمار . يا حمار . يا حمار . حمار . يا حمار . يا حمار . حمار . يا حمار .يا حمار . يا حمار . يا حمار .,OFF,NOT_HS
يا صلاة الزين يا صلاة الزين 💃👏👏💃 URL,NOT_OFF,NOT_HS
RT @USER: @USER تسلم ايديك يا عم مصطفي يا جميل و ربنا معاك و عقبالك و هجي انا ساعتها اصورك 😎😂😂,NOT_OFF,NOT_HS
لا تكتبون لي معرب يا انقليزي يا عربي معرب لا معرب لا معرب لا لا لا لا.,NOT_OFF,NOT_HS
مافي عندي وسطية يا أندفع بكل مافيني يا أصير جدار مايحس. حتى الجدار ممكن تطلع منه ردود فعل وأنا اعوذبالله,NOT_OFF,NOT_HS
صباح الخير يا جماعة ، يا ريت نبطل تجارب بقى😂😂😂😂,NOT_OFF,NOT_HS
@USER الله يسعدك يا رب<LF>تسلمي يا ست الكل<LF>وبينا معاد ✋✋,NOT_OFF,NOT_HS
مش كفايا يا برد يا حبيب قلبى بقا ولا ايه 🙆🙆🙆,NOT_OFF,NOT_HS
@USER يا بيكو يا حبيب قلبي ،، الله يبارك فيك ياخويا وحبيبي 😘😘😘😍,NOT_OFF,NOT_HS
@USER يا صاحب المقاطعه خل الحكومة الي انت شغال عشانها تسدد عنا الديون بالبنوك القرارات الي حطوها دمرتنا والتسرت الي الي انت دايم تتكلم عنه وانت والله انك يا بقره يا انت مطلوب منك وحسبنا الله ونعم الوكيل,OFF,NOT_HS
RT @USER: @USER يا يوسف القرضاوي يا ابن مفتي الارهاب انت خرجت بإرادتك وأنت اخترت طريق الضلال ولم يجبرك عليه احد ✋️,OFF,NOT_HS
RT @USER: يمممه يا رب صدق يا رب صدق URL,NOT_OFF,NOT_HS
يا ناعسة الطرف يا زاهية العين <LF>حبك بداخلي له دواوين و اشعار,NOT_OFF,NOT_HS
يا سراقين يا حقراء معقوله هكي URL,OFF,NOT_HS
فضيحة مدوية يا كايدهم يا تجمع المهنيين - احزاب الفكة رافضين حتى واحد يشك... URL via @USER,OFF,NOT_HS
@USER ماشي يا (اختي) يا جدعة يا اصيلة😂😂💔💔,NOT_OFF,NOT_HS
@USER @USER صباح الخير.....اهم شي رضا الغاليه....اهم شي سعادة صاحبة السعاده....اهم شي قلبك النقي الوفي المحب للخير لكل الناس يا عطا ماله حدود يا كرم يا جود يا شمس شارقه يا حظنا<LF>اسال الله ان يعطيك كل خير ويصرف عنك<LF>كل شر ...وربي يكفيك شر من ف,NOT_OFF,NOT_HS
RT @USER: حلق فى العالى يا نسر الاهلى يا غالى. #قدها__يا__اهلي,NOT_OFF,NOT_HS
"خلونا نتفق اذا شفتوا وجّه اللي تحبونه تاخذون تنهيده و تقولون "" أهلين يا راحة المُنهك "" يا الواحد اللي بدون أشبّاه من جيت و الـ مرحبا <LF>وجهك و وجية غيرك فـ أمان الله 🖤.'",NOT_OFF,NOT_HS
"البنوتة المنتقبة اللى بتتضايق من كلمة <LF>"" اتفضلى يا مدام او يا حجة ""<LF>متزعليش لأنك كده حققتى قول الله <LF>"" ذلكَ أدنى أن يُعرفن فلا يُؤذين "" وهو ده المقصد من الحجاب الشرعى الصحيح ❤👌 URL",NOT_OFF,NOT_HS
@USER يا سبك يا غبي فيه فرق بين تخاطب عن حقوقك بالنظام وفيه فرق انك تسب الدوله وتتبلى عليها بالكذب وانها تحارب النصر وتمنع النصر من حقوقه الماديه وهذا كذب وتدليس,OFF,NOT_HS
يا أقصي يا مجروح<LF>ترخص الك الروح<LF>#معركة_الكرامة٢<LF> URL,NOT_OFF,NOT_HS
@USER @USER يا فهد المولد يا الكسندر خليتوهم يشجعون الاتفاف والتعاون عشان ياخذون الدوري 🌚💔,NOT_OFF,NOT_HS
RT @USER: @USER لهجة حروب <LF>اكثر لهجه صافيه من الزوائد خخخخخخ<LF> يا بعد روحي الله يا عمري يا حياتي يا زينك بسسس<LF>انا هذا حدي بالغزل 😂,NOT_OFF,NOT_HS
@USER تبقين أنتيّ الغير يا الشخص الأحب يا الفارقه <LF>جداً 💗💗.,NOT_OFF,NOT_HS
يا زين ما ربيت يا حج لانستر URL,NOT_OFF,NOT_HS
#اجمل_نصيحه_قبل_رمضان<LF>اجمل نصيحه.💔<LF>تكفون لا تنسوهم من دعاكم الان وبكره وخصوصا في رمضان عند الإفطار <LF>نفطر واحنا ءامنين مطمئنين وهم هذي حالتهم<LF>اللهم النصر القريب لجنودنا اللهم عجل بنصرهم يارب يا قوي يا قهار يا جبار يامن يجيب الدعاء انصرهم وثبتهم<LF>امين <LF> URL,NOT_OFF,NOT_HS
@USER @USER يا شينك يا كهلة الشوم وجهك كأنه مقفاك,OFF,NOT_HS
@USER @USER أولا التفخ ذا ما ظل احد ما استهزأ فيه أو شكك في اخلاقه، وآخرهم لاعب الخلوق طيب ذكر (حمدالله)😍.<LF>وثاني شي يا باش مهندس يا مقطع الأخلاق، دكاترة الي علموك الهندسه ما دروسك الأخلاق!!؟؟👇<LF>(لا تنه عن خلق وتأتي بمثله، عار علي,NOT_OFF,NOT_HS
نصطبح يا جدعان و نقول يا صبح 😅,NOT_OFF,NOT_HS
RT @USER: يا عمري يا جماهير #الاتحاد الحاضرة<LF> 💙🖤💛 <LF>#صدارة_بس <LF>#الهلال URL,NOT_OFF,NOT_HS
@USER اللهم صل على محمد وآل محمد الطيبين الطاهرين وعجل فرجهم الشريف يا الله يا كريم برحمتك يا ارحم الراحمين,NOT_OFF,NOT_HS
يا ماخـذه أجمل شـعور، يا ماخـذه قلـبي معـاج🖤.',NOT_OFF,NOT_HS
@USER ويسعد صباحك وكل أيامك يا جميلة يا انيقه يا أطيب قلب,NOT_OFF,NOT_HS
@USER خُذها عيوني لو تبيها عطيتك ..<LF>دامك إنت الشوف والحُب والعين ..<LF>يا قلب قلبي يا حياتي فديتك ..<LF>يا أحلى بشر يا قمة الزين يا زين ..<LF>إنت الغلا والشوق لا جيت جيتك ..<LF>حُبك مسافات الغلا والعناويين ..,NOT_OFF,NOT_HS
@USER يا مولاتي يا فاطمة ، انا توجهنا و استشفعنا و توسلنا بكِ الى الله و قدمناكِ بين يدي حاجاتنا يا وجيهتا عند الله اشفعي لنا عند الله,NOT_OFF,NOT_HS
يا ويلك من الله يا عبدالله بن مساعد يوم لاينفع مال ولا بنون لقد جمعت الهلاليين في الهيئه والاتحاد السعودي وهاهم يظلمون النصر والانديه من اجل المدلل والإثم عليك الحق على نفسك قبل الموت حسبنا الله ونعم الوكيل عليك,OFF,NOT_HS
RT @USER: @USER كِل عام و أنتي بخير يا سيّدة عامك ، يا أغلى من كبر و أكثر من أحب❤️,NOT_OFF,NOT_HS
هو يا إنك تكون المأوى يا إنك تكون العاصفة وعلى الأغلب انتي العاصفه,NOT_OFF,NOT_HS
@USER يا هي ليلة يا حكيم 😍,NOT_OFF,NOT_HS
RT @USER: يا بوثلاثة يا بوثلاثة سرى الليل يا بوثلاثة<LF>😂😂<LF>💙❤️<LF>#برشلونة_ليفربول <LF>#BarcaLiverpool URL,NOT_OFF,NOT_HS
RT @USER: افيال ايه يا سريسى يا شرموطة انتى رايحة تهدمى الكعبة,OFF,NOT_HS
@USER اذن انا مش من الشعب شهر ايه ياحسين يابن ابى سلول يامنافق هتقول لربنا ايه يا مسيلمة يا كذاب حتى مسيلمه ماكانشةبالفجر ده الله ينتقم منكم البلد بتتباع قطعة ورا قطعة انا مش خايف تعبت من الخوف والجبن اللى امثالك اتسببوا فيه للمصريين اتفوه عليك وعلى ,OFF,NOT_HS
عشان مرة ثانية تصارح يا تبن يا أنا حتى لو ماشي ردة فعل بس ما تخلي شي فقلبك وتندم عليه عقب(:🙂!<LF>تفف عليك جبان.,NOT_OFF,NOT_HS
صوابع رجليا متلجين و حران من فوق و مش فاهمني ولا فاهم الدنيا ولا يا بتاع الفل يا ابو قلب زي الفل,NOT_OFF,NOT_HS
@USER فنجانك دنيا مرعبةٌ <LF>وحياتك أسفارٌ وحروب.. <LF>ستحب كثيراً يا ولدي.. <LF>وتموت كثيراً يا ولدي <LF>وستعشق كل نساء الأرض.. <LF>وترجع كالملك المغلوب,NOT_OFF,NOT_HS
ياليت انا من البداية ما شفت خدو النقي <LF>انت السبب يا فؤادي و يا عين ليه تعشقي ؟,NOT_OFF,NOT_HS
@USER يا ابونا يا ابورجال نريد تنزل وتفاجي الصرافين بانك في عدن لاجل يكونو ياخذو درس بزوبعه<LF>الله الموفق,NOT_OFF,NOT_HS
RT @USER: عرفت الحب منك يا حبيبي<LF>وشكرا لك يا حبي لحالي❤️.,NOT_OFF,NOT_HS
بحبك <LF>يا شمسي وظلي <LF>يا بسمني وسري <LF>يا بعضي وكلي URL,NOT_OFF,NOT_HS
@USER @USER @USER @USER يا جميلتي يا مستوطنه أيسري؛احبك يا نعمتي الحُلوه♥️♥️.,NOT_OFF,NOT_HS
@USER يا قوك يا النصر .. اخذ الصداره من قدام الهلال وصاروا مشجعينهم يشجعون الفرق الثانيه بدايتها الاتحاد ونهايتها الباطن ..,NOT_OFF,NOT_HS
يا لطيف، يا لطيف، يا لطيف، الطف بِي بلطفك الخفي، وأعني بقدرتك، اللهم إني أنتظر فرجك، وأرقب لُطفك، فالطف بي، ولا تكلني، إلى نفسي ولا إلى غيرك، لا إله إلا الله الرحمن الرحيم، اللهم إني أنزلتُ بك حاجتي كُلها، الظاهرة والباطنة.<LF>يا حي يا قيوم 💔,NOT_OFF,NOT_HS
@USER لين نجوف اثنين يحبون بعضضض ومتعلقين في بعضهم وتييي حبيبته تقول ليه اني تملللت يا نتزوج يا هل العلاقه م نواصل فيها ٬ ليش الشباب يخافون من سالفه الزواجج ؟,NOT_OFF,NOT_HS
يا ناس يا عالم اكو احد ع أبواب التخرج او متخرج سابقا وعنده حماس يبدي شغل اول يوم العطله ورا الامتحانات مباشره ؟! <LF>اشو اهلي مُصرين كلش ويريدوني أباشر بالشغل اول يوم العطله ويكولولي انتوا هسه شباب ولازم تكونون مليانين حماس للشغل 😭🤦🏻‍♀️,NOT_OFF,NOT_HS
والنبي يا حبيبي يا شاطر انت يا صغنن يا انجغه ابقي راجل و اد كلامك !متقرفوناش بقي مش عاوز ومش جاهز لحاجه دلوقتي متقوليش كلام ملوش لازمه يتقال ومش فكره تعلق ولا غيره لانه مش فارق ولا هيفرق معايا كلام الاونطه ده فكره انك ف نظري بقيت عيل فيعني اكبروا كده !يلااا منك له وبلاش عك طفحنا!,OFF,NOT_HS
@USER أخرس يا بوق يا عميل .. السعودية لم تمنع أحد,OFF,NOT_HS
@USER انا دايخ في خصرك يا قهوة يا بطيخ🤦‍♂️اوووف اوووف🤦‍♂️ URL,NOT_OFF,NOT_HS
يا سيدي امرك امرك يا سيدي ولاجل خاطرك خاطرك يا سيدي 😍❤️🎶,NOT_OFF,NOT_HS
@USER روح يا شيخ وطيربينا يا عم حبايبنا اهم يا صاروخ تفضالك ميا سكة يا حبيبي يا بولوتيكا 😂😂😂😂😂😂,NOT_OFF,NOT_HS
RT @USER: تصبح على خير يا السنقل يا البائس يا اللي <LF>محد يكلمك بعد الساعه ١٢ 🖤.,NOT_OFF,NOT_HS
@USER ربي ياخد فيكم الحق و يخسف بيكم الأرض يا مجرمين يا سفاحين يا رب خذهم اخذا عزيزا مقتدر حفتر و من والاه و لو بشق كلمة اتفووووو,OFF,NOT_HS
- يا نانا يا طاطا يا طاطا يا نانا .,NOT_OFF,NOT_HS
ماتريح يا شوية يا متعب .. خليك في نفسك وتحليلك للماتشات <LF>الأهلي نادي كبير يبيع اللي عايزه يبيعه ويشتري بفلوسه بردو اللي هو عايز يشتريه .. ده حقه زي أي نادي في العالم .. كفاية بقي كلام متخلف في ميديا أكثر تخلفا عمرنا ماشوفنا أندية بتتحاسب علي صفقاتها ..كلام ماسخ URL,OFF,NOT_HS
#تعديلكم_باطل<LF>#لا_لتعديل_الدستور <LF>دستور يا اخوانا يا بعدا<LF>لأ سوري دستور م البعدا<LF>محبوس حابس يا سيادنا<LF>و بكاكي من فوق مدنة<LF>و ورايا ديوك بيكاكو<LF>حرصوا عالباقي معاكو<LF>بركة مولانا هولاكو<LF>حلت و علينا اللعنة... URL,NOT_OFF,NOT_HS
يا بتنسانى يا بنساك يا بتخلى الناس تهواك.. URL,NOT_OFF,NOT_HS
يا عفو الله يا شتيجن ❤️💙,NOT_OFF,NOT_HS
يا غيم قلبي يا سيّـد الحُب ❤️.,NOT_OFF,NOT_HS
RT @USER: ياارب يا تاخدني يا تاخد الدراسه مش عارفين نكمل بعض والله 👐👐,NOT_OFF,NOT_HS
يا هدوئك يا قوميز حطها حطه كبااااار,NOT_OFF,NOT_HS
لك يوم يا ظالم لك يوم يا ظالم ....,NOT_OFF,NOT_HS
@USER @USER @USER عاملك بما تستحق تتآلى على الله سبحانه وتعالى <LF>انقلع يا تركي يا متبرقع ظهرتم علي حقيقتكم وترفع علم صهيوني اللهم عليك باعداء الدين واحفظ اهلنا ووطني صوماليلاند حسابك لا يشرفنا قبل مدة هذا الحساب كان يضع صورة الصورة,OFF,NOT_HS
يا فاجر يا قادر 😍❤️👑 URL,OFF,NOT_HS
@USER وعمار يا إسكندرية يا جميلة يا ماريا 😍 URL,NOT_OFF,NOT_HS
@USER @USER @USER ايوا بالظبط دا الي مستنيه منك عشان معلش دي رد الي بيتزنق يا تيمو يا شتيجن يا اخويا♥️,NOT_OFF,NOT_HS
ايه يا دنياا يا دنيااا مين حط علي جرحي كلونيااا,NOT_OFF,NOT_HS
انا مستحيل اتأخر بالرد إلا بثلاث حالات :<LF>يا النت تبن يا كنت نايمة او اكل ، اما حركات الثقل هذي مو عندي اكرهها وما اعرفها 🙂 .,NOT_OFF,NOT_HS
RT @USER: يا فرحتي يا ضحكتي يا هديتي من ربنا 🙈♥️ URL,NOT_OFF,NOT_HS
@USER و الله يا ابنى بحبك يا زعيم حزب المعارضه و فرحان بالكليه ديه عشان اتعرفت عليك منها و الله ❤️,NOT_OFF,NOT_HS
هتشوف الويل! يا تارك الصلاه! يا فاطر رمضان!<LF>ما فطرتش انا هي اللي فطرت اهو! 🤓😂😂🤣 URL,NOT_OFF,NOT_HS
RT @USER: لما احد يسب ويقول يا كلب يا بقره يا فيل يا حمار معليش ماني قادره افهم وين السبه لانهم كائنات مرا لطيفه ؟!؟!؟ URL…,NOT_OFF,NOT_HS
يا عظم حُبه و يا كبره و يا كُثره.,NOT_OFF,NOT_HS
يا بعيد بالمسافة ، يا قريب بالشعور❤️,NOT_OFF,NOT_HS
يا رحبة الأحداق يا عذبة النجوى,NOT_OFF,NOT_HS
RT @USER: @USER انا ما ذميتهم يا مصعب يا حبيبي انا قلت عيونهم متشابهه ودي حقيقه مش استهزاء,NOT_OFF,NOT_HS
تاني يا زكي تاني يا هايف يا تافه <LF>كل مرة بتقول مش هتطلع رحلة الدفعه اللي منظماها ومش بتتعلم من غلطتك ابدا ... انت ايه مبتحرمش 🤦‍♀️🤦‍♀️😂😂😂 URL,OFF,NOT_HS
@USER يا مشاء الله يا مشاء الله عما تبصبص في الجارات ، و اسلي و فسلي,NOT_OFF,NOT_HS
@USER بالله عليك يا انتهازى يا حقير ابتعد عن السودان وشعبه,OFF,NOT_HS
RT @USER: يا الله يا رحيم يا غفور صُب رحمتك ومغفرتك على النائمة في قبرها وكُن لها أنيسًا في وحدتها اللهم هوّن عليها وحشة القبر واجعله…,NOT_OFF,NOT_HS
